Stations_ID, Mess_Datum, Qualitaets_Niveau, BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE, WINDGESCHWINDIGKEIT, LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER, SCHNEEHOEHE,eor
     3015,20130323,   3,   1.4,   55.21,   1.9,   -7.5, 1013.74,   3.8,  -13.5,  -11.5,   -3.1,  10.5,   0,   0.0,   11.383,   8,eor
     3015,20130324,   3,   0.8,   57.67,   2.3,   -5.9, 1012.78,   3.7,  -13.9,  -12.1,    0.0,  10.5,   0,   0.0,   11.717,   8,eor
     3015,20130325,   3,   2.6,   57.08,   2.7,   -3.2, 1008.67,   4.3,   -8.5,   -7.0,    0.8,  12.1,   0,   0.0,   11.500,   7,eor
     3015,20130326,   3,   4.0,   55.96,   2.8,   -2.2, 1004.23,   3.5,   -8.3,   -7.0,    2.3,  10.2,   0,   0.0,   11.367,   7,eor
     3015,20130327,   3,   7.6,   55.33,   3.0,   -1.3, 1003.12,   3.8,   -6.4,   -5.1,    2.4,  11.5,   7,   0.0,    2.050,   4,eor
     3015,20130328,   3,   7.8,   69.08,   4.1,   -0.3, 1000.26,   3.4,   -2.4,   -1.9,    1.9,   9.0,   7,   1.7,    1.217,   4,eor
     3015,20130329,   3,   8.0,   93.58,   5.7,    0.1,  992.59,   2.9,   -2.7,   -1.2,    1.7,   7.9,   7,   4.1,    0.000,   7,eor
     3015,20130330,   3,   7.9,   85.96,   5.2,   -0.2,  994.32,   2.1,   -3.0,   -1.3,    1.9,   5.8,   7,   0.4,    0.000,   9,eor
     3015,20130331,   3,   7.8,   86.63,   5.2,   -0.2,  996.80,   2.3,   -5.2,   -2.1,    3.0,   6.8,   7,   0.8,    0.050,   9,eor
     3015,20130401,   3,   7.3,   80.67,   4.8,   -0.2,  997.75,   2.5,   -7.5,   -3.2,    2.8,   7.6,   8,   0.2,    0.817,   9,eor
     3015,20130402,   3,   6.2,   73.13,   4.3,   -0.2, 1002.87,   2.6,   -9.7,   -4.6,    2.8,   8.3,   0,   0.0,    2.400,   7,eor
     3015,20130403,   3,   8.0,   68.00,   4.3,    0.6, 1005.70,   3.0,   -1.7,   -0.4,    1.4,   9.9,   0,   0.0,    0.000,   6,eor
     3015,20130404,   3,   7.8,   77.00,   5.0,    0.8, 1001.35,   1.9,   -2.2,   -0.7,    3.1,   5.7,   0,   0.0,    0.000,   0,eor
     3015,20130405,   3,   8.0,   88.92,   5.9,    1.2,  997.96,   1.8,   -0.6,   -0.1,    3.1,   5.3,   8,   0.0,    0.000,   0,eor
     3015,20130406,   3,   7.5,   83.13,   5.7,    1.7, 1004.30,   2.1,   -4.3,   -0.9,    4.2,   5.3,   8,   0.0,    0.000,   0,eor
     3015,20130407,   3,   2.4,   63.71,   4.5,    3.1, 1006.46,   2.4,   -7.2,   -3.1,    9.4,   8.1,   6,   0.0,    9.817,   0,eor
     3015,20130408,   3,   5.4,   60.25,   4.7,    4.0,  999.03,   2.6,   -4.9,   -2.4,    9.2,   9.1,   0,   0.0,    9.817,   0,eor
     3015,20130409,   3,   7.3,   75.13,   5.9,    3.6,  994.41,   4.4,    0.4,    1.1,    7.2,  10.6,   0,   0.0,    3.583,   0,eor
     3015,20130410,   3,   8.0,   85.25,   7.2,    4.6,  994.12,   3.2,    1.5,    2.5,    7.2,   7.5,   6,   0.2,    0.000,   0,eor
     3015,20130411,   3,   6.9,   89.00,   9.9,    8.5,  990.95,   2.8,    2.6,    4.1,   13.2,   9.7,   6,   5.9,    0.950,   0,eor
     3015,20130412,   3,   6.8,   87.33,  10.5,    9.7,  989.10,   3.8,    6.0,    7.8,   12.4,  13.7,   6,   4.2,    1.000,   0,eor
     3015,20130413,   3,   4.5,   73.17,   8.5,    9.4, 1001.60,   4.9,    0.0,    4.8,   13.7,  15.6,   6,   0.0,    1.183,   0,eor
     3015,20130414,   3,   3.0,   70.54,   8.7,   10.6, 1013.22,   2.5,   -1.2,    2.2,   17.2,   6.7,   0,   0.0,    9.700,   0,eor
     3015,20130415,   3,   4.5,   55.83,   9.2,   14.8, 1009.53,   3.8,    5.4,    7.4,   21.7,  10.6,   0,   0.0,   10.367,   0,eor
     3015,20130416,   3,   6.5,   64.79,  11.2,   15.1, 1006.13,   2.9,    7.4,   10.7,   19.6,   6.8,   6,   1.8,    4.583,   0,eor
     3015,20130417,   3,   6.3,   68.17,  11.9,   15.8, 1008.35,   2.1,    8.7,   11.1,   20.4,   6.3,   0,   0.0,    5.317,   0,eor
     3015,20130418,   3,   5.0,   55.17,  10.8,   17.6, 1001.97,   4.4,    9.0,   10.9,   25.7,  13.5,   6,   0.0,    7.733,   0,eor
     3015,20130419,   3,   7.1,   47.92,   6.9,   12.7, 1007.93,   3.6,    4.3,    6.6,   16.6,  10.3,   0,   0.0,    5.817,   0,eor
     3015,20130420,   3,   6.0,   62.13,   6.5,    8.1, 1015.26,   2.4,    1.4,    4.0,   12.1,   7.1,   0,   0.0,    7.900,   0,eor
     3015,20130421,   3,   4.4,   54.46,   6.8,   10.7, 1008.63,   3.9,    2.7,    4.2,   16.3,  10.1,   6,   0.0,   11.350,   0,eor
     3015,20130422,   3,   5.7,   63.46,   9.2,   12.3, 1002.06,   2.6,    5.0,    7.2,   18.6,   7.8,   6,   0.1,    2.917,   0,eor
     3015,20130423,   3,   6.1,   59.92,   8.9,   13.3, 1005.42,   4.8,    7.8,    8.9,   19.0,  15.2,   0,   0.0,    4.900,   0,eor
     3015,20130424,   3,   4.5,   66.58,   9.7,   13.0, 1011.32,   3.4,    3.2,    6.6,   18.9,   9.1,   0,   0.0,    8.583,   0,eor
     3015,20130425,   3,   5.9,   69.38,  11.9,   15.2, 1009.63,   2.7,    6.4,    9.9,   20.2,   7.5,   6,   0.0,    4.117,   0,eor
     3015,20130426,   3,   5.7,   67.54,  12.8,   17.4,  995.43,   3.2,   10.4,   11.7,   24.5,  15.0,   6,   9.0,    6.733,   0,eor
     3015,20130427,   3,   8.0,   89.00,   9.4,    7.6,  994.58,   3.0,    4.3,    4.6,   13.3,   9.7,   6,   2.5,    0.000,   0,eor
     3015,20130428,   3,   5.8,   71.71,   7.8,    8.8, 1002.09,   2.1,    3.7,    4.4,   13.7,   6.8,   6,   0.0,    6.117,   0,eor
     3015,20130429,   3,   6.5,   71.04,   9.0,   10.6, 1003.51,   3.8,    4.9,    7.0,   15.3,  11.9,   6,   0.0,    3.417,   0,eor
     3015,20130430,   3,   7.3,   64.42,   8.1,   10.6, 1009.45,   1.8,    2.4,    5.4,   14.3,   6.0,   0,   0.0,    2.083,   0,eor
     3015,20130501,   3,   7.1,   66.92,   9.1,   11.8, 1011.65,   2.4,    7.4,    8.3,   15.9,   8.5,   0,   0.0,    3.583,   0,eor
     3015,20130502,   3,   8.0,   72.92,  10.3,   12.1, 1007.59,   2.4,   10.0,   10.1,   14.4,   8.5,   0,   0.0,    0.000,   0,eor
     3015,20130503,   3,   6.4,   46.13,   6.3,   11.9, 1004.63,   2.4,    1.9,    5.7,   16.9,   8.5,   0,   0.0,    2.050,   0,eor
     3015,20130504,   3,   2.6,   57.83,   7.8,   12.1, 1004.53,   2.3,   -0.1,    3.1,   19.6,   9.8,   0,   0.0,   10.333,   0,eor
     3015,20130505,   3,   1.6,   53.67,   9.1,   15.6, 1010.18,   2.1,    4.5,    7.7,   22.1,   6.1,   0,   0.0,   13.550,   0,eor
     3015,20130506,   3,   5.5,   59.88,  11.2,   16.6, 1009.09,   3.3,    9.3,   12.0,   21.6,   8.8,   6,   0.3,    4.550,   0,eor
     3015,20130507,   3,   6.0,   76.42,  15.6,   17.8, 1003.53,   3.2,   12.4,   13.5,   22.2,   9.3,   6,   0.1,    3.017,   0,eor
     3015,20130508,   3,   6.0,   73.71,  16.5,   19.6, 1000.95,   2.7,   14.3,   15.5,   25.0,   8.3,   0,   0.0,    8.383,   0,eor
     3015,20130509,   3,   6.4,   78.71,  15.4,   17.4, 1000.20,   3.0,   12.0,   13.7,   22.0,  13.2,   6,   3.1,    5.267,   0,eor
     3015,20130510,   3,   7.2,   88.63,  14.8,   14.6,  999.84,   2.3,    6.0,    9.0,   18.0,   8.3,   6,   2.8,    0.000,   0,eor
     3015,20130511,   3,   6.1,   73.21,  10.9,   13.2, 1001.79,   1.8,    4.6,    7.5,   17.2,   5.2,   0,   0.0,    5.433,   0,eor
     3015,20130512,   3,   5.2,   76.46,  10.6,   12.1,  999.88,   2.9,    5.1,    7.2,   18.6,  14.0,   6,   0.0,    7.483,   0,eor
     3015,20130513,   3,   3.4,   70.75,   9.2,   11.3, 1001.41,   3.9,    1.8,    4.6,   17.0,  12.6,   6,   0.0,    9.383,   0,eor
     3015,20130514,   3,   6.0,   70.42,  10.5,   13.1,  998.40,   3.2,    7.5,   10.0,   17.4,  12.2,   6,   0.0,    4.550,   0,eor
     3015,20130515,   3,   0.8,   55.58,  10.9,   17.9,  992.91,   4.2,    8.2,   10.1,   25.2,  11.3,   0,   0.0,   13.817,   0,eor
     3015,20130516,   3,   4.8,   53.46,  12.3,   20.3,  988.12,   4.1,   12.1,   13.4,   26.0,  13.6,   0,   0.0,   10.650,   0,eor
     3015,20130517,   3,   5.3,   54.96,  14.2,   21.9,  987.58,   3.9,   15.3,   17.0,   27.3,  11.9,   0,   0.0,   10.017,   0,eor
     3015,20130518,   3,   5.9,   87.46,  14.4,   14.4,  993.97,   3.4,    7.0,    9.5,   18.4,  12.1,   6,   3.3,    0.050,   0,eor
     3015,20130519,   3,   3.0,   69.92,  13.0,   17.1,  995.43,   1.8,    6.4,    8.6,   25.1,   8.5,   6,   0.3,   13.333,   0,eor
     3015,20130520,   3,   6.4,   73.83,  11.8,   14.2,  996.15,   4.2,    6.2,   10.3,   17.4,  10.5,   0,   0.0,    0.533,   0,eor
     3015,20130521,   3,   4.8,   68.96,  10.1,   13.0,  996.77,   3.8,    5.7,    8.6,   17.6,  10.2,   0,   0.0,    5.950,   0,eor
     3015,20130522,   3,   6.8,   83.25,  10.2,   10.0,  992.01,   5.0,    6.8,    7.2,   15.0,  13.9,   6,   1.4,    3.283,   0,eor
     3015,20130523,   3,   4.9,   57.38,   6.7,    9.7,  995.29,   3.1,    3.3,    4.5,   14.9,  11.8,   0,   0.0,   11.883,   0,eor
     3015,20130524,   3,   6.6,   60.58,   8.0,   11.3,  996.38,   2.3,    3.4,    6.3,   15.5,   7.9,   6,   0.0,    0.750,   0,eor
     3015,20130525,   3,   8.0,   92.00,  10.4,    8.9,  994.38,   4.9,    6.5,    7.5,   10.5,  12.0,   6,  20.3,    0.000,   0,eor
     3015,20130526,   3,   8.0,   96.42,  11.1,    9.0,  988.85,   3.6,    7.5,    7.3,   10.7,   9.0,   6,   2.2,    0.000,   0,eor
     3015,20130527,   3,   5.3,   75.33,  10.1,   11.6,  993.27,   2.5,    5.8,    6.0,   16.8,   7.4,   6,   0.0,    8.433,   0,eor
     3015,20130528,   3,   7.6,   93.17,  13.0,   12.0,  989.40,   3.3,    9.5,    9.8,   16.2,   8.7,   6,   5.8,    0.600,   0,eor
     3015,20130529,   3,   6.7,   88.21,  13.5,   13.4,  988.08,   2.0,    7.3,    8.9,   19.8,   8.2,   6,  10.3,    4.250,   0,eor
     3015,20130530,   3,   7.3,   92.83,  15.5,   14.7,  990.23,   2.2,    8.7,   10.5,   19.8,  10.1,   6,  30.4,    0.783,   0,eor
     3015,20130531,   3,   6.8,   88.67,  16.4,   16.3,  988.09,   2.8,   11.3,   13.2,   20.7,   9.9,   6,   2.5,    1.767,   0,eor
     3015,20130601,   3,   7.9,   92.38,  16.3,   15.5,  992.89,   3.3,   13.9,   13.9,   18.7,  11.0,   6,   1.3,    0.000,   0,eor
     3015,20130602,   3,   8.0,   96.92,  14.3,   12.7, 1000.12,   3.9,   10.9,   11.3,   15.1,  11.7,   6,  29.2,    0.000,   0,eor
     3015,20130603,   3,   7.4,   82.29,  12.3,   13.1, 1006.23,   3.0,    9.6,    9.8,   18.7,   9.3,   6,   3.6,    1.067,   0,eor
     3015,20130604,   3,   5.8,   78.42,  12.1,   13.4, 1006.11,   3.4,    4.9,    7.3,   19.8,  11.4,   6,   0.0,    4.617,   0,eor
     3015,20130605,   3,   2.1,   57.33,   8.8,   14.4, 1008.02,   2.4,    3.3,    6.1,   20.4,   8.6,   0,   0.0,   15.567,   0,eor
     3015,20130606,   3,   2.5,   66.04,  12.5,   16.8, 1008.88,   2.0,    7.6,    9.2,   22.0,   6.1,   0,   0.0,   15.167,   0,eor
     3015,20130607,   3,   3.5,   77.71,  15.5,   17.5, 1007.67,   1.7,    9.5,   10.8,   25.0,   7.0,   6,   3.4,    9.767,   0,eor
     3015,20130608,   3,   4.8,   65.88,  14.2,   19.3, 1003.70,   1.6,   11.5,   12.8,   24.5,   5.4,   0,   0.0,    9.417,   0,eor
     3015,20130609,   3,   6.7,   71.08,  14.9,   18.6,  997.75,   2.2,   13.4,   14.3,   24.3,   7.3,   6,   2.9,    6.017,   0,eor
     3015,20130610,   3,   5.8,   71.00,  12.7,   16.2,  996.84,   2.3,    8.4,   11.7,   21.7,   8.3,   0,   0.0,    8.317,   0,eor
     3015,20130611,   3,   3.3,   58.46,  11.0,   16.9, 1002.88,   1.9,    6.7,    8.9,   22.1,   7.5,   0,   0.0,   10.217,   0,eor
     3015,20130612,   3,   4.3,   56.33,  12.3,   19.3, 1006.28,   2.1,   10.2,   12.3,   24.5,   6.5,   0,   0.0,   10.500,   0,eor
     3015,20130613,   3,   6.6,   66.75,  16.4,   20.9, 1002.35,   3.4,   13.8,   14.6,   26.2,  13.5,   6,   3.1,    8.183,   0,eor
     3015,20130614,   3,   6.0,   72.21,  13.1,   16.2, 1005.25,   4.2,    9.4,   12.1,   19.9,  12.2,   0,   0.0,    5.133,   0,eor
     3015,20130615,   3,   4.6,   60.54,  12.7,   18.6, 1002.14,   3.1,    8.8,   11.5,   23.7,  11.4,   0,   0.0,    9.217,   0,eor
     3015,20130616,   3,   5.8,   59.96,  11.5,   17.3, 1003.18,   3.6,   10.4,   13.0,   21.8,  11.3,   6,   0.0,    8.100,   0,eor
     3015,20130617,   3,   5.8,   54.75,  12.4,   20.1, 1004.85,   2.0,   12.2,   14.0,   26.1,   8.6,   6,   9.9,   12.133,   0,eor
     3015,20130618,   3,   2.6,   71.58,  19.1,   22.4, 1003.38,   2.3,   14.9,   15.7,   28.5,   7.9,   0,   0.0,   13.667,   0,eor
     3015,20130619,   3,   2.3,   65.96,  21.9,   26.2, 1003.25,   3.2,   18.6,   19.4,   32.1,   8.2,   0,   0.0,   13.483,   0,eor
     3015,20130620,   3,   5.7,   68.00,  22.2,   25.8,  999.15,   3.2,   16.6,   17.5,   32.2,  21.5,   8,  21.3,   11.433,   0,eor
     3015,20130621,   3,   4.3,   71.71,  17.0,   20.5,  999.72,   4.7,   14.9,   16.7,   24.7,  14.0,   6,   0.0,   10.817,   0,eor
     3015,20130622,   3,   3.0,   63.79,  14.8,   20.2, 1002.07,   3.5,   13.8,   15.2,   24.9,  10.1,   0,   0.0,   10.783,   0,eor
     3015,20130623,   3,   4.5,   62.29,  14.2,   19.9,  999.78,   4.0,   13.6,   14.7,   24.3,  12.2,   6,   0.0,    8.500,   0,eor
     3015,20130624,   3,   7.5,   72.71,  13.8,   16.8, 1004.44,   1.9,   13.4,   14.0,   20.4,   5.3,   6,   8.5,    1.133,   0,eor
     3015,20130625,   3,   8.0,   96.13,  14.1,   12.6, 1005.59,   4.5,   11.9,   11.9,   14.5,  12.2,   6,  27.0,    0.000,   0,eor
     3015,20130626,   3,   7.6,   79.75,  11.5,   12.5, 1007.61,   5.7,    7.6,    9.4,   14.5,  14.1,   6,   0.1,    0.083,   0,eor
     3015,20130627,   3,   4.6,   70.63,  10.7,   13.5, 1009.33,   3.0,    5.5,    7.8,   18.9,   8.9,   6,   0.0,    6.883,   0,eor
     3015,20130628,   3,   5.1,   72.75,  12.1,   15.1, 1006.72,   2.6,    9.1,   10.2,   19.7,   8.7,   6,   0.0,    6.200,   0,eor
     3015,20130629,   3,   7.1,   80.33,  13.6,   14.9, 1003.14,   3.8,   10.6,   11.6,   19.6,  11.6,   6,   1.1,    0.883,   0,eor
     3015,20130630,   3,   6.6,   74.50,  10.8,   12.6, 1007.06,   4.6,    8.5,    9.0,   15.9,  12.3,   6,   0.3,    4.500,   0,eor
     3015,20130701,   3,   6.3,   76.50,  14.5,   17.0, 1003.43,   3.6,    9.4,   11.2,   24.7,  15.4,   6,   9.4,    5.133,   0,eor
     3015,20130702,   3,   5.5,   73.29,  15.1,   18.3, 1002.34,   2.6,   13.1,   13.3,   23.5,   9.9,   6,   0.0,    9.683,   0,eor
     3015,20130703,   3,   6.1,   69.92,  17.2,   21.1,  999.45,   3.0,   14.4,   15.9,   27.6,  14.4,   6,   3.1,    9.200,   0,eor
     3015,20130704,   3,   5.5,   80.13,  18.8,   20.1, 1006.19,   3.1,   14.5,   16.6,   23.0,   8.7,   6,   0.0,    9.367,   0,eor
     3015,20130705,   3,   6.2,   80.29,  18.6,   20.0, 1013.31,   2.0,   13.1,   15.2,   23.1,   7.1,   6,   0.0,    4.133,   0,eor
     3015,20130706,   3,   2.0,   69.04,  14.3,   18.6, 1016.97,   2.0,   11.9,   13.8,   24.6,   6.1,   0,   0.0,   13.300,   0,eor
     3015,20130707,   3,   1.0,   62.58,  13.1,   18.7, 1017.72,   2.0,    8.8,   11.1,   24.7,   6.2,   0,   0.0,   14.933,   0,eor
     3015,20130708,   3,   0.6,   61.38,  14.1,   20.3, 1016.63,   1.8,   10.3,   12.1,   27.0,   4.8,   0,   0.0,   14.950,   0,eor
     3015,20130709,   3,   0.8,   61.08,  15.3,   21.6, 1011.15,   2.0,   12.7,   15.7,   27.5,   5.8,   0,   0.0,   14.000,   0,eor
     3015,20130710,   3,   3.0,   69.88,  14.5,   18.2, 1003.91,   3.4,   11.1,   13.5,   23.6,  12.0,   0,   0.0,   11.550,   0,eor
     3015,20130711,   3,   7.6,   81.83,  14.5,   15.6, 1003.93,   2.4,   13.0,   13.8,   17.5,  10.3,   6,   1.0,    0.300,   0,eor
     3015,20130712,   3,   6.7,   79.79,  15.3,   16.9, 1006.33,   2.9,   11.5,   14.1,   21.1,  10.6,   6,   0.5,    2.583,   0,eor
     3015,20130713,   3,   5.0,   70.33,  14.4,   18.5, 1006.55,   2.9,    9.9,   12.5,   23.9,  11.2,   0,   0.0,   10.833,   0,eor
     3015,20130714,   3,   6.0,   82.71,  15.2,   16.2, 1007.07,   3.7,   10.7,   13.0,   19.5,   9.2,   0,   0.0,    0.300,   0,eor
     3015,20130715,   3,   3.9,   70.13,  13.0,   16.7, 1008.02,   3.0,   10.6,   11.9,   22.8,   8.5,   0,   0.0,   10.100,   0,eor
     3015,20130716,   3,   3.4,   66.50,  14.4,   19.4, 1009.72,   2.6,    9.6,   12.2,   26.2,   7.3,   0,   0.0,   13.700,   0,eor
     3015,20130717,   3,   4.5,   63.00,  15.2,   21.2, 1010.00,   2.1,   12.7,   15.5,   27.1,   6.4,   0,   0.0,   11.983,   0,eor
     3015,20130718,   3,   3.8,   61.46,  15.4,   21.9, 1010.18,   1.7,   13.0,   15.1,   28.1,   6.0,   0,   0.0,   13.200,   0,eor
     3015,20130719,   3,   3.6,   65.04,  15.5,   20.8, 1006.94,   3.5,   11.8,   14.2,   26.5,  10.9,   0,   0.0,   14.000,   0,eor
     3015,20130720,   3,   2.8,   64.17,  14.1,   19.7, 1008.03,   2.1,   11.7,   14.2,   26.4,   8.0,   0,   0.0,   13.533,   0,eor
     3015,20130721,   3,   0.4,   48.96,  12.0,   21.5, 1009.31,   2.0,    9.6,   11.9,   28.7,   6.4,   0,   0.0,   15.017,   0,eor
     3015,20130722,   3,   1.7,   47.46,  12.8,   23.6, 1004.96,   2.1,   11.7,   14.2,   31.1,   7.8,   0,   0.0,   14.850,   0,eor
     3015,20130723,   3,   0.5,   49.13,  12.4,   21.8, 1003.07,   2.8,   12.5,   15.4,   28.1,   7.1,   0,   0.0,   14.800,   0,eor
     3015,20130724,   3,   4.1,   47.13,  11.6,   21.8, 1002.90,   2.3,   12.2,   14.3,   29.4,   6.4,   0,   0.0,   13.217,   0,eor
     3015,20130725,   3,   4.8,   53.75,  14.6,   23.2, 1002.83,   2.0,   16.6,   18.0,   29.9,   5.8,   0,   0.0,    8.467,   0,eor
     3015,20130726,   3,   5.0,   56.92,  17.3,   25.1, 1001.90,   1.8,   15.2,   17.8,   31.6,   6.5,   6,   0.5,   10.233,   0,eor
     3015,20130727,   3,   5.0,   60.71,  20.0,   26.7,  998.48,   2.1,   19.6,   20.1,   34.1,   6.1,   0,   0.0,   11.583,   0,eor
     3015,20130728,   3,   4.1,   52.04,  18.9,   27.9,  997.67,   2.7,   21.6,   22.8,   33.7,  11.7,   6,   6.0,    7.917,   0,eor
     3015,20130729,   3,   7.3,   85.13,  22.2,   21.9, 1000.10,   2.9,   18.6,   18.6,   25.4,  11.7,   6,  17.0,    3.767,   0,eor
     3015,20130730,   3,   5.2,   78.42,  17.6,   19.5, 1002.53,   3.9,   14.4,   16.7,   24.4,  12.5,   6,   0.6,    7.533,   0,eor
     3015,20130731,   3,   6.2,   67.83,  15.9,   20.3, 1003.18,   4.5,   14.0,   16.2,   25.1,  13.3,   6,   0.0,    4.433,   0,eor
     3015,20130801,   3,   4.5,   66.75,  16.6,   21.5, 1005.64,   2.0,   13.9,   15.6,   27.9,   7.3,   0,   0.0,    6.900,   0,eor
     3015,20130802,   3,   0.3,   52.17,  16.9,   26.4, 1003.07,   2.4,   16.8,   18.7,   33.4,   6.6,   0,   0.0,   14.267,   0,eor
     3015,20130803,   3,   2.4,   54.71,  19.2,   27.0, 1003.00,   3.0,   19.8,   21.1,   33.6,   9.4,   6,   2.7,   10.250,   0,eor
     3015,20130804,   3,   6.0,   80.75,  20.9,   21.7, 1007.92,   1.8,   17.7,   18.5,   26.1,   6.2,   6,   0.2,    2.500,   0,eor
     3015,20130805,   3,   3.8,   74.13,  19.4,   22.0, 1006.53,   2.0,   15.8,   16.5,   27.6,   6.4,   0,   0.0,    6.150,   0,eor
     3015,20130806,   3,   5.6,   72.42,  20.6,   24.0, 1001.70,   2.7,   18.6,   18.7,   33.0,  16.6,   6,   1.9,    8.917,   0,eor
     3015,20130807,   3,   6.6,   84.46,  21.0,   21.2, 1000.81,   1.9,   18.0,   17.6,   26.3,   6.6,   8,  20.9,    4.317,   0,eor
     3015,20130808,   3,   6.5,   82.29,  20.7,   21.2, 1001.23,   3.4,   15.6,   16.6,   25.3,  19.2,   6,   0.0,    3.683,   0,eor
     3015,20130809,   3,   7.2,   78.58,  15.1,   16.9, 1007.28,   2.4,   12.8,   14.3,   19.3,   7.0,   6,   0.0,    0.767,   0,eor
     3015,20130810,   3,   4.0,   80.08,  15.2,   17.3, 1005.17,   2.0,   10.6,   12.4,   24.6,  13.1,   6,   0.7,    7.967,   0,eor
     3015,20130811,   3,   5.4,   73.25,  13.6,   16.6, 1004.15,   3.4,   11.3,   13.0,   20.1,  10.5,   6,   0.0,    7.733,   0,eor
     3015,20130812,   3,   6.3,   68.04,  13.1,   17.5, 1002.18,   3.2,   11.1,   12.4,   23.7,  10.5,   6,   6.4,    7.633,   0,eor
     3015,20130813,   3,   5.4,   84.21,  14.0,   14.7, 1002.38,   4.2,   10.7,   11.5,   19.7,  16.0,   6,   6.5,    6.600,   0,eor
     3015,20130814,   3,   2.6,   77.00,  12.3,   14.3, 1007.73,   4.4,    8.5,    9.8,   19.9,  11.0,   6,   0.5,    8.767,   0,eor
     3015,20130815,   3,   3.8,   66.50,  11.7,   16.2, 1010.26,   2.1,    7.2,    9.1,   22.4,   7.4,   0,   0.0,   10.467,   0,eor
     3015,20130816,   3,   5.0,   52.63,  11.9,   20.2, 1007.38,   2.3,   13.2,   14.7,   26.3,   7.9,   0,   0.0,   11.617,   0,eor
     3015,20130817,   3,   4.1,   56.17,  13.9,   21.2, 1002.72,   2.2,   13.1,   14.8,   28.2,   9.2,   6,   0.0,    8.567,   0,eor
     3015,20130818,   3,   6.8,   63.42,  15.8,   21.4, 1001.02,   4.1,   15.5,   16.5,   28.1,  13.6,   6,   0.0,    3.833,   0,eor
     3015,20130819,   3,   7.3,   83.13,  17.8,   18.6, 1002.26,   1.7,   14.2,   15.9,   21.9,   5.9,   6,   3.5,    0.800,   0,eor
     3015,20130820,   3,   7.8,   87.50,  15.7,   15.7, 1011.60,   2.3,   12.2,   13.6,   18.4,   8.5,   6,   0.4,    0.033,   0,eor
     3015,20130821,   3,   4.5,   72.58,  12.7,   15.9, 1013.53,   1.7,    8.7,   11.0,   21.1,   5.2,   0,   0.0,    5.683,   0,eor
     3015,20130822,   3,   4.5,   62.83,  12.2,   17.6, 1009.50,   1.6,    8.7,   11.7,   23.5,   5.6,   0,   0.0,    8.850,   0,eor
     3015,20130823,   3,   5.8,   64.21,  13.2,   18.3, 1008.17,   2.6,   12.7,   13.8,   23.7,   7.0,   0,   0.0,   11.017,   0,eor
     3015,20130824,   3,   1.5,   61.42,  12.4,   18.3, 1004.80,   3.2,   11.4,   12.2,   24.3,  10.1,   0,   0.0,   12.517,   0,eor
     3015,20130825,   3,   3.8,   54.17,  11.0,   18.4, 1002.52,   3.7,   11.7,   12.8,   24.4,  11.3,   0,   0.0,    9.200,   0,eor
     3015,20130826,   3,   4.0,   53.96,  10.4,   17.3, 1005.52,   3.3,   10.6,   11.7,   23.0,  10.0,   0,   0.0,   12.567,   0,eor
     3015,20130827,   3,   3.8,   62.33,  11.9,   17.0, 1004.72,   2.8,   10.5,   11.9,   21.9,   9.8,   0,   0.0,    3.850,   0,eor
     3015,20130828,   3,   4.3,   59.00,  12.0,   18.3, 1004.90,   1.8,   10.3,   13.0,   25.2,   5.8,   0,   0.0,    6.150,   0,eor
     3015,20130829,   3,   3.0,   66.75,  13.0,   17.8, 1008.20,   1.7,    8.2,   11.2,   24.0,   6.1,   0,   0.0,   11.167,   0,eor
     3015,20130830,   3,   5.0,   61.21,  12.8,   18.6, 1006.33,   2.1,    9.5,   12.8,   25.0,   7.2,   6,   0.0,    6.450,   0,eor
     3015,20130831,   3,   7.1,   69.71,  14.3,   18.2, 1004.63,   3.5,   12.3,   13.6,   24.0,  10.9,   6,   0.5,    3.850,   0,eor
     3015,20130901,   3,   5.9,   66.67,  10.7,   14.2, 1008.51,   4.5,    9.8,   10.7,   17.3,  11.2,   6,   0.0,    4.467,   0,eor
     3015,20130902,   3,   7.5,   83.88,  13.7,   14.2, 1004.16,   6.8,   11.4,   12.4,   16.1,  15.3,   6,  16.8,    0.000,   0,eor
     3015,20130903,   3,   7.9,   95.79,  18.0,   16.4, 1009.72,   2.6,   15.0,   15.1,   18.1,  13.6,   6,   1.2,    0.017,   0,eor
     3015,20130904,   3,   5.9,   85.17,  16.5,   17.1, 1012.07,   1.9,   13.1,   14.3,   21.0,   7.4,   0,   0.0,    4.217,   0,eor
     3015,20130905,   3,   2.3,   72.17,  14.5,   17.9, 1007.72,   2.8,   11.8,   12.9,   23.3,   7.8,   0,   0.0,   11.783,   0,eor
     3015,20130906,   3,   0.0,   56.00,  11.6,   18.7, 1003.82,   3.9,   11.5,   12.5,   24.5,   9.7,   0,   0.0,   12.533,   0,eor
     3015,20130907,   3,   0.9,   49.96,  10.6,   19.0, 1006.73,   3.6,   11.6,   13.0,   25.5,   8.1,   0,   0.0,   12.000,   0,eor
